ID	Description	geneID	status	celltype	Tissue	dataset	Dataset name
GO:0010866	regulation of triglyceride biosynthetic process	C3/MFSD2A/LDLR	Down	C3_Epithelial_Basal_KRT5	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0046486	glycerolipid metabolic process	ABCA3/GPX1/LPCAT1/FABP5/C3/MFSD2A/DBI/LDLR/PLA2G1B/SOCS3/PLCG2	Down	C3_Epithelial_Basal_KRT5	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0006650	glycerophospholipid metabolic process	ABCA3/LPCAT1/FABP5/MFSD2A/DBI/LDLR/PLA2G1B/SOCS3/PLCG2	Down	C3_Epithelial_Basal_KRT5	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0070542	response to fatty acid	CLDN1/ASS1/UCP2/SOX9	Up	C6_Epithelial_AT1_RTKN2	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0045444	fat cell differentiation	GPX1/ID2/NR4A1/ID4/ADGRF5/ZBTB16/ADRB2/WIF1/ZFP36/ADIRF/MAFB/KLF4/ZFP36L1	Down	C4_Epithelial_AT2_ZNF385B	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:1903725	regulation of phospholipid metabolic process	ABCA3/LPCAT1/ADGRF5/MFSD2A/LDLR	Down	C4_Epithelial_AT2_ZNF385B	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0045600	positive regulation of fat cell differentiation	ID2/ZBTB16/WIF1/ZFP36/ADIRF/ZFP36L1	Down	C4_Epithelial_AT2_ZNF385B	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0046890	regulation of lipid biosynthetic process	EGR1/ABCA3/LPCAT1/ADGRF5/FABP5/MFSD2A/ASAH1/LDLR/MID1IP1	Down	C4_Epithelial_AT2_ZNF385B	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0019216	regulation of lipid metabolic process	EGR1/ID2/ABCA3/LPCAT1/ADGRF5/FABP5/NPC2/MFSD2A/ASAH1/CAV1/LDLR/MID1IP1	Down	C4_Epithelial_AT2_ZNF385B	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0045598	regulation of fat cell differentiation	ID2/ID4/ZBTB16/WIF1/ZFP36/ADIRF/ZFP36L1	Down	C4_Epithelial_AT2_ZNF385B	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0006644	phospholipid metabolic process	NKX2-1/ABCA3/LPCAT1/ADGRF5/SOCS3/FABP5/ALOX15B/MFSD2A/PLA2G1B/LDLR/DBI	Down	C4_Epithelial_AT2_ZNF385B	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0010875	positive regulation of cholesterol efflux	ABCA3/NFKBIA/CAV1	Down	C4_Epithelial_AT2_ZNF385B	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0042632	cholesterol homeostasis	MALL/NPC2/MYLIP/CAV1/LDLR	Down	C4_Epithelial_AT2_ZNF385B	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0033559	unsaturated fatty acid metabolic process	GSTP1/MIF/GPX4/ANXA1/ALOX15/CYP2F1/PTGES3/AKR1C2	Up	C4_Epithelial_AT2_ZNF385B	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0045444	fat cell differentiation	GPX1/ZBTB16/TPH1/ADIRF/ID2/MAFB/LMO3/ID4/NR4A2/ZFP36/NR4A1	Down	C5_Epithelial_Ionocytes_ASCL3	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0045600	positive regulation of fat cell differentiation	ZBTB16/TPH1/ADIRF/ID2/LMO3/ZFP36	Down	C5_Epithelial_Ionocytes_ASCL3	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0045598	regulation of fat cell differentiation	ZBTB16/TPH1/ADIRF/ID2/LMO3/ID4/ZFP36	Down	C5_Epithelial_Ionocytes_ASCL3	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0045444	fat cell differentiation	ID2/NR4A1/HES1/GPX1/CEBPD/STEAP4/ADGRF5/ID4/ADIRF/ZBTB16/LMO3/MAFB/ZFP36L1/KLF5/WIF1/ZFP36/KLF4/CEBPB/SOD2	Down	C11_Plasma_MZB1	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0045600	positive regulation of fat cell differentiation	ID2/ADIRF/ZBTB16/LMO3/ZFP36L1/KLF5/WIF1/ZFP36/CEBPB	Down	C11_Plasma_MZB1	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0045598	regulation of fat cell differentiation	ID2/HES1/ID4/ADIRF/ZBTB16/LMO3/ZFP36L1/KLF5/WIF1/ZFP36/CEBPB/SOD2	Down	C11_Plasma_MZB1	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:1903725	regulation of phospholipid metabolic process	LPCAT1/ADGRF5/ABCA3/CHP1/LDLR/MFSD2A	Down	C11_Plasma_MZB1	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0046890	regulation of lipid biosynthetic process	EGR1/LPCAT1/ADGRF5/ABCA3/CHP1/C3/LDLR/ASAH1/ATP1A1/CES1/MFSD2A/MID1IP1/FABP5	Down	C11_Plasma_MZB1	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0019216	regulation of lipid metabolic process	ID2/EGR1/LPCAT1/ADGRF5/ABCA3/CHP1/C3/IRS2/LDLR/ASAH1/ATP1A1/CES1/NPC2/MFSD2A/MID1IP1/FABP5	Down	C11_Plasma_MZB1	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0032367	intracellular cholesterol transport	LDLR/CES1/NPC2/ANXA2	Down	C11_Plasma_MZB1	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0030301	cholesterol transport	ABCA3/CLU/LDLR/CES1/NPC2/NFKBIA/ANXA2/VAPA	Down	C11_Plasma_MZB1	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0071071	regulation of phospholipid biosynthetic process	LPCAT1/ADGRF5/CHP1	Down	C11_Plasma_MZB1	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0032376	positive regulation of cholesterol transport	ABCA3/CES1/NFKBIA/ANXA2	Down	C11_Plasma_MZB1	Airway	GSE168215	Misharin et al. (Bronchial epithelium)
GO:0045599	negative regulation of fat cell differentiation	WNT5A/CCDC85B/FOXO1/FERMT2	Down	C1_Decidual_CTSL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0140353	lipid export from cell	REN/C1QTNF1/MIF	Down	C3_Villous_IGFBP7	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:1905954	positive regulation of lipid localization	CD36/PLTP/SPP1	Up	C3_Villous_IGFBP7	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0034368	protein-lipid complex remodeling	PLA2G2A/PLTP	Up	C3_Villous_IGFBP7	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0140353	lipid export from cell	IL1B/SELENOM/MIF	Down	C6_Monocyte_CD68	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0006636	unsaturated fatty acid biosynthetic process	IL1B/MIF/PTGDS	Down	C6_Monocyte_CD68	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0043691	reverse cholesterol transport	CLU/APOA1	Down	C6_Monocyte_CD68	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:1905954	positive regulation of lipid localization	DAB2/CD36/PLTP	Up	C6_Monocyte_CD68	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0010875	positive regulation of cholesterol efflux	CAV1/PLTP	Up	C2_Decidual_MMRN1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0032376	positive regulation of cholesterol transport	CAV1/PLTP	Up	C2_Decidual_MMRN1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0010874	regulation of cholesterol efflux	CAV1/PLTP	Up	C2_Decidual_MMRN1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0033344	cholesterol efflux	CAV1/PLTP	Up	C2_Decidual_MMRN1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0032374	regulation of cholesterol transport	CAV1/PLTP	Up	C2_Decidual_MMRN1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0140353	lipid export from cell	C1QTNF1/SELENOM/MIF	Down	C7_Monocyte_CXCL8	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0010883	regulation of lipid storage	NFKBIA/MSR1/ABCA1	Down	C8_Monocyte_FCN1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0034368	protein-lipid complex remodeling	APOE/PLA2G2A/PLTP/APOC1	Up	C17_APC_NFKBIA	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0071825	protein-lipid complex organization	APOE/PLA2G2A/PLTP/APOC1	Up	C17_APC_NFKBIA	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0030301	cholesterol transport	APOE/CD36/PLTP/APOC1	Up	C17_APC_NFKBIA	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0033700	phospholipid efflux	APOE/APOC1	Up	C17_APC_NFKBIA	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0015909	long-chain fatty acid transport	APOE/CD36/PLA2G2A	Up	C17_APC_NFKBIA	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0033344	cholesterol efflux	APOE/PLTP/APOC1	Up	C17_APC_NFKBIA	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0032374	regulation of cholesterol transport	APOE/PLTP/APOC1	Up	C17_APC_NFKBIA	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:1905952	regulation of lipid localization	APOE/CD36/PLTP/APOC1	Up	C17_APC_NFKBIA	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0019915	lipid storage	APOE/CD36/ENPP1	Up	C17_APC_NFKBIA	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0010875	positive regulation of cholesterol efflux	APOE/PLTP	Up	C17_APC_NFKBIA	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0015914	phospholipid transport	APOE/PLTP/APOC1	Up	C17_APC_NFKBIA	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0065005	protein-lipid complex assembly	APOE/APOC1	Up	C17_APC_NFKBIA	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:1905954	positive regulation of lipid localization	APOE/CD36/PLTP	Up	C17_APC_NFKBIA	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0015908	fatty acid transport	APOE/CD36/PLA2G2A	Up	C17_APC_NFKBIA	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0032376	positive regulation of cholesterol transport	APOE/PLTP	Up	C17_APC_NFKBIA	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0140353	lipid export from cell	SELENOM/C1QTNF1/MIF	Down	C9_NK_GNLY	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0043691	reverse cholesterol transport	CLU/APOA1	Down	C9_NK_GNLY	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0042362	fat-soluble vitamin biosynthetic process	PLTP/IFNG	Up	C9_NK_GNLY	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0019216	regulation of lipid metabolic process	APOA1/IGFBP7/IRS2/EGR1/CCL21/ADM/PLCG2	Down	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0043691	reverse cholesterol transport	APOA1/CLU	Down	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0045834	positive regulation of lipid metabolic process	APOA1/IRS2/CCL21/ADM	Down	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0010875	positive regulation of cholesterol efflux	APOA1/NFKBIA	Down	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0032370	positive regulation of lipid transport	PLTP/APOE/SPP1/DAB2/CYP19A1/RETN	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0032368	regulation of lipid transport	PLTP/APOE/SPP1/DAB2/APOC1/CYP19A1/RETN	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:1905952	regulation of lipid localization	PLTP/APOE/SPP1/DAB2/APOC1/CYP19A1/RETN	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:1905954	positive regulation of lipid localization	PLTP/APOE/SPP1/DAB2/CYP19A1/RETN	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0140353	lipid export from cell	SPP1/DAB2/CYP19A1/RETN	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0006869	lipid transport	PLTP/APOE/SPP1/DAB2/APOC1/CYP19A1/RETN	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0034368	protein-lipid complex remodeling	PLTP/APOE/APOC1	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0071825	protein-lipid complex organization	PLTP/APOE/APOC1	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0033700	phospholipid efflux	APOE/APOC1	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0033344	cholesterol efflux	PLTP/APOE/APOC1	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0032374	regulation of cholesterol transport	PLTP/APOE/APOC1	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0046890	regulation of lipid biosynthetic process	APOE/DAB2/APOC1/CGA	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0016042	lipid catabolic process	APOE/SPP1/RARRES2/APOC1/CYP19A1	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0019216	regulation of lipid metabolic process	APOE/DAB2/RARRES2/APOC1/CGA	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0046889	positive regulation of lipid biosynthetic process	APOE/DAB2/CGA	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0015914	phospholipid transport	PLTP/APOE/APOC1	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0010875	positive regulation of cholesterol efflux	PLTP/APOE	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0065005	protein-lipid complex assembly	APOE/APOC1	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0030301	cholesterol transport	PLTP/APOE/APOC1	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0032376	positive regulation of cholesterol transport	PLTP/APOE	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0045834	positive regulation of lipid metabolic process	APOE/DAB2/CGA	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0010874	regulation of cholesterol efflux	PLTP/APOE	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0120009	intermembrane lipid transfer	PLTP/APOE	Up	C16_APC_MALAT1	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0045541	negative regulation of cholesterol biosynthetic process	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0090206	negative regulation of cholesterol metabolic process	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0034370	triglyceride-rich lipoprotein particle remodeling	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0033700	phospholipid efflux	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:2001140	positive regulation of phospholipid transport	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0090205	positive regulation of cholesterol metabolic process	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0090209	negative regulation of triglyceride metabolic process	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:2001138	regulation of phospholipid transport	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0055089	fatty acid homeostasis	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0043691	reverse cholesterol transport	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0045540	regulation of cholesterol biosynthetic process	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0010875	positive regulation of cholesterol efflux	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0065005	protein-lipid complex assembly	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0034368	protein-lipid complex remodeling	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0032376	positive regulation of cholesterol transport	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0090181	regulation of cholesterol metabolic process	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0070328	triglyceride homeostasis	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0090207	regulation of triglyceride metabolic process	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0071825	protein-lipid complex organization	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0010874	regulation of cholesterol efflux	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0120009	intermembrane lipid transfer	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0006695	cholesterol biosynthetic process	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0033559	unsaturated fatty acid metabolic process	GSTA1/PTGDS/IL1B/MGLL/MIF/GPX4/FADS1	Down	C14_B_Naive_IGHD	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0032370	positive regulation of lipid transport	APOA1/C1QTNF1/IL1B/ANXA2/NFKBIA/MIF	Down	C14_B_Naive_IGHD	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0006869	lipid transport	CLU/RBP1/APOA1/C1QTNF1/SELENOM/TSKU/IL1B/ANXA2/SOAT1/PSAP/APOL1/NFKBIA/MIF/HDLBP/IRS2	Down	C14_B_Naive_IGHD	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0140353	lipid export from cell	C1QTNF1/SELENOM/IL1B/MIF	Down	C14_B_Naive_IGHD	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0045834	positive regulation of lipid metabolic process	APOA1/ADM/WNT4/CCL21/IL1B/FLT1/IRS2	Down	C14_B_Naive_IGHD	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:1905954	positive regulation of lipid localization	APOA1/C1QTNF1/IL1B/ANXA2/NFKBIA/MIF	Down	C14_B_Naive_IGHD	Placenta	GSE171381	Chavan AR et al. (Decidua and placental villi)
GO:0010885	regulation of cholesterol storage	PPARG/LPL/ABCG1	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0010878	cholesterol storage	PPARG/LPL/ABCG1	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0045444	fat cell differentiation	ZBTB7C/TCF7L2/FABP4/PPARG/LPL/ALOX5	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0055088	lipid homeostasis	ACSM3/FABP4/PPARG/LPL/ABCG1	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0042632	cholesterol homeostasis	ACSM3/FABP4/LPL/ABCG1	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0010887	negative regulation of cholesterol storage	PPARG/ABCG1	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0010883	regulation of lipid storage	PPARG/LPL/ABCG1	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0006869	lipid transport	INHBA/ATP10A/PRKN/OSBPL10/FABP4/PPARG/ABCG1	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0010889	regulation of sequestering of triglyceride	PPARG/LPL	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0050872	white fat cell differentiation	FABP4/PPARG	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0045598	regulation of fat cell differentiation	ZBTB7C/PPARG/LPL/ALOX5	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0030730	sequestering of triglyceride	PPARG/LPL	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0045600	positive regulation of fat cell differentiation	ZBTB7C/PPARG/LPL	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0010875	positive regulation of cholesterol efflux	APOE/ABCA1/EEPD1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0032376	positive regulation of cholesterol transport	APOE/ABCA1/EEPD1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:1905954	positive regulation of lipid localization	APOE/ABCA1/EEPD1/CD36	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0071825	protein-lipid complex organization	APOE/ABCA1/PLA2G7	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0010874	regulation of cholesterol efflux	APOE/ABCA1/EEPD1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0030301	cholesterol transport	APOE/ABCA1/EEPD1/CD36	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0033700	phospholipid efflux	APOE/ABCA1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0045598	regulation of fat cell differentiation	CEBPB/SOD2/ZFP36L2/ZFP36L1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0045444	fat cell differentiation	CEBPB/SOD2/ZFP36L2/MAFB/ZFP36L1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0010885	regulation of cholesterol storage	ABCA1/CD36	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0033344	cholesterol efflux	APOE/ABCA1/EEPD1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0043691	reverse cholesterol transport	APOE/ABCA1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0032374	regulation of cholesterol transport	APOE/ABCA1/EEPD1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0032370	positive regulation of lipid transport	APOE/ABCA1/EEPD1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0010878	cholesterol storage	ABCA1/CD36	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:1905952	regulation of lipid localization	APOE/ABCA1/EEPD1/CD36	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0019915	lipid storage	APOE/ABCA1/CD36	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0065005	protein-lipid complex assembly	APOE/ABCA1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0034368	protein-lipid complex remodeling	APOE/PLA2G7	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Izar B et al. (Lung)
GO:0006695	cholesterol biosynthetic process	FDFT1/HMGCS1	Up	C2_Epithelial_AT1_LAMA3	Lung	GSE171524	Izar B et al. (Lung)
GO:0010875	positive regulation of cholesterol efflux	ABCA1/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Izar B et al. (Lung)
GO:0032376	positive regulation of cholesterol transport	ABCA1/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Izar B et al. (Lung)
GO:0010874	regulation of cholesterol efflux	ABCA1/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Izar B et al. (Lung)
GO:0033344	cholesterol efflux	ABCA1/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Izar B et al. (Lung)
GO:0033700	phospholipid efflux	ABCA1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Izar B et al. (Lung)
GO:0032374	regulation of cholesterol transport	ABCA1/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Izar B et al. (Lung)
GO:0032370	positive regulation of lipid transport	ABCA1/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Izar B et al. (Lung)
GO:0043691	reverse cholesterol transport	ABCA1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Izar B et al. (Lung)
GO:1905954	positive regulation of lipid localization	ABCA1/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Izar B et al. (Lung)
GO:0030301	cholesterol transport	ABCA1/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Izar B et al. (Lung)
GO:0065005	protein-lipid complex assembly	ABCA1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Izar B et al. (Lung)
GO:0032368	regulation of lipid transport	ABCA1/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Izar B et al. (Lung)
GO:1905952	regulation of lipid localization	ABCA1/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Izar B et al. (Lung)
GO:0071825	protein-lipid complex organization	ABCA1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Izar B et al. (Lung)
GO:0120009	intermembrane lipid transfer	ABCA1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Izar B et al. (Lung)
